yyyy/mmdd(or -ddd)/hh.h):2008/ 201/12.0LT  geog Lat/Long/Alt= 10.0/ 110.0/  80.0

IRIcor2 is used for topside Ne profile
URSI maps are used for the F2 peak density (NmF2)
foF2 STORM model is turned on 
Shubin2015model is used for F2 peak height (hmF2)
ABT-2009 option is used for the bottomside thickness parameter B0
Scotto-97 no L   option is used for the F1 occurrence probability
foE auroral storm model is turned off
IRI-1990   option is used for D-region
TBT-2012 with solar dependence is used for the electron temperature
Tru-2021 option is used for the ion temperature
RBV10+TBT15 option is used for ion composition
CGM coordinates not computed
auroral boundaries not computed

Peak Densities/cm-3: NmF2= 475353.3   NmF1= 234626.5   NmE= 137475.6
Peak Heights/km:     hmF2=   304.40   hmF1=   190.75   hmE=   110.00

Solar Zenith Angle/degree                              27.0
Dip (Magnetic Inclination)/degree                       5.30
Modip (Modified Dip)/degree                             5.33
Solar Sunspot Number (12-months running mean) Rz12      3.9           
Ionospheric-Effective Solar Index IG12                 -6.8           
Solar radio flux F10.7 (daily)                         69.0           
Solar radio flux F10.7 (81-day average)                70.4           

TEC [1.E16 m-2] is obtained by numerical integration in 1km steps
  from 50 to 1500.0 km. t is the percentage of TEC above the F peak.

-
   H   ELECTRON DENSITY   TEMPERATURES      ION PERCENTAGES[%]*10    1E16m-2
   km  Ne/cm-3 Ne/NmF2 Tn/K  Ti/K  Te/K  O+  N+  H+ He+ O2+ NO+ Clust TEC t/%
 295.0  473485  0.996   811   823  1972 986  10   0   0   1   2  -1  20.6  71
 300.0  474969  0.999   812   827  1890 983  15   2   0   0   0  -1  20.6  71
 305.0  428111  0.901   812   830  1807 983  15   2   0   0   0  -1  20.6  71
 310.0  428251  0.901   813   833  1724 983  15   2   0   0   0  -1  20.6  71
 315.0  427322  0.899   813   837  1641 982  15   2   0   0   0  -1  20.6  71
 320.0  425386  0.895   814   840  1558 982  15   3   0   0   0  -1  20.6  71
 325.0  422510  0.889   814   844  1475 982  15   3   0   0   0  -1  20.6  71
 330.0  418765  0.881   814   847  1393 982  15   3   0   0   0  -1  20.6  71
 335.0  414228  0.871   815   850  1313 981  15   3   0   0   0  -1  20.6  71
 340.0  408977  0.860   815   854  1237 981  15   4   0   0   0  -1  20.6  71
 345.0  403090  0.848   815   857  1172 980  15   4   0   0   0  -1  20.6  71
 350.0  396650  0.834   815   861  1125 980  16   4   0   0   0  -1  20.6  71
 355.0  389735  0.820   815   865  1100 979  16   5   0   0   0  -1  20.6  71
 360.0  382420  0.804   815   869  1094 979  16   5   0   0   0  -1  20.6  71
 365.0  374785  0.788   816   874  1099 978  16   5   0   0   0  -1  20.6  71
 370.0  366899  0.772   816   878  1107 978  16   6   0   0   0  -1  20.6  71
 375.0  358831  0.755   816   882  1118 977  16   6   0   0   0  -1  20.6  71
 380.0  350646  0.738   816   887  1129 977  16   7   1   0   0  -1  20.6  71
 385.0  342404  0.720   816   891  1141 976  16   8   1   0   0  -1  20.6  71
 390.0  333398  0.701   816   895  1152 975  16   8   1   0   0  -1  20.6  71
 395.0  322618  0.679   816   900  1164 974  16   9   1   0   0  -1  20.6  71
 400.0  312082  0.657   816   904  1176 973  16  10   1   0   0  -1  20.6  71
 405.0  301830  0.635   816   908  1187 972  16  11   1   0   0  -1  20.6  71
 410.0  291888  0.614   816   913  1199 971  16  12   1   0   0  -1  20.6  71
 415.0  282283  0.594   816   917  1210 970  16  13   1   0   0  -1  20.6  71
 420.0  273034  0.574   816   922  1222 969  17  14   1   0   0  -1  20.6  71
 425.0  264152  0.556   816   926  1234 968  17  15   1   0   0  -1  20.6  71
 430.0  255646  0.538   816   931  1245 966  17  16   1   0   0  -1  20.6  71
 435.0  247520  0.521   816   937  1257 965  17  18   1   0   0  -1  20.6  71
 440.0  239771  0.504   816   943  1269 963  17  19   1   0   0  -1  20.6  71
 445.0  232391  0.489   816   949  1280 961  17  21   1   0   0  -1  20.6  71
 450.0  225373  0.474   816   955  1292 959  17  22   1   0   0  -1  20.6  71
 455.0  218701  0.460   816   961  1304 957  17  24   2   0   0  -1  20.6  71
 460.0  212357  0.447   816   968  1315 955  17  27   2   0   0  -1  20.6  71
 465.0  206321  0.434   816   974  1327 952  17  29   2   0   0  -1  20.6  71
 470.0  200572  0.422   816   980  1338 950  17  31   2   0   0  -1  20.6  71
 475.0  195084  0.410   816   986  1350 947  17  34   2   0   0  -1  20.6  71
 480.0  189833  0.399   816   993  1362 944  17  37   2   0   0  -1  20.6  71
 485.0  184791  0.389   816   999  1373 941  17  40   2   0   0  -1  20.6  71
 490.0  179932  0.379   816  1005  1385 937  17  43   3   0   0  -1  20.6  71
 495.0  175231  0.369   816  1012  1397 933  17  47   3   0   0  -1  20.6  71
 500.0  170663  0.359   816  1018  1408 929  17  50   3   0   0  -1  20.6  71
