yyyy/mmdd(or -ddd)/hh.h):2000/ 101/12.0LT  geog Lat/Long/Alt=-25.0/ 125.0/ 300.0

IRIcor2 is used for topside Ne profile
URSI maps are used for the F2 peak density (NmF2)
foF2 STORM model is turned on 
Shubin2015model is used for F2 peak height (hmF2)
ABT-2009 option is used for the bottomside thickness parameter B0
Scotto-97 no L   option is used for the F1 occurrence probability
foE auroral storm model is turned off
IRI-1990   option is used for D-region
TBT-2012 with solar dependence is used for the electron temperature
Tru-2021 option is used for the ion temperature
RBV10+TBT15 option is used for ion composition
CGM coordinates not computed
auroral boundaries not computed

Peak Densities/cm-3: NmF2=1103864.4   NmF1= 382225.0   NmE= 198433.7
Peak Heights/km:     hmF2=   321.64   hmF1=   194.04   hmE=   110.00

Solar Zenith Angle/degree                               2.2
Dip (Magnetic Inclination)/degree                     -58.20
Modip (Modified Dip)/degree                           -46.86
Solar Sunspot Number (12-months running mean) Rz12    112.1           
Ionospheric-Effective Solar Index IG12                126.4           
Solar radio flux F10.7 (daily)                        125.6           
Solar radio flux F10.7 (81-day average)               158.6           

TEC [1.E16 m-2] is obtained by numerical integration in 1km steps
  from 50 to 2000.0 km. t is the percentage of TEC above the F peak.

-
   H   ELECTRON DENSITY   TEMPERATURES      ION PERCENTAGES[%]*10    1E16m-2
   km  Ne/cm-3 Ne/NmF2 Tn/K  Ti/K  Te/K  O+  N+  H+ He+ O2+ NO+ Clust TEC t/%
 530.0  290444  0.263  1201  1458  2227 968  30   2   0   0   0  -1  38.7  69
 535.0  280135  0.254  1201  1469  2229 967  30   2   0   0   0  -1  38.7  69
 540.0  270320  0.245  1201  1481  2232 967  30   3   0   0   0  -1  38.7  69
 545.0  260985  0.236  1201  1492  2239 966  31   3   0   0   0  -1  38.7  69
 550.0  252117  0.228  1201  1503  2249 966  31   3   0   0   0  -1  38.7  69
 555.0  243697  0.221  1201  1515  2263 965  32   3   0   0   0  -1  38.7  69
 560.0  235711  0.214  1201  1526  2279 965  32   3   0   0   0  -1  38.7  69
 565.0  228144  0.207  1201  1537  2299 964  32   3   0   0   0  -1  38.7  69
 570.0  220979  0.200  1201  1549  2320 964  33   3   0   0   0  -1  38.7  69
 575.0  214198  0.194  1201  1560  2343 963  33   4   0   0   0  -1  38.7  69
 580.0  207784  0.188  1201  1571  2368 962  33   4   0   0   0  -1  38.7  69
 585.0  201721  0.183  1201  1583  2392 962  34   4   1   0   0  -1  38.7  69
 590.0  195988  0.178  1201  1595  2417 961  34   4   1   0   0  -1  38.7  69
 595.0  190566  0.173  1201  1607  2443 961  34   4   1   0   0  -1  38.7  69
 600.0  185436  0.168  1201  1619  2468 960  35   4   1   0   0  -1  38.7  69
 605.0  180578  0.164  1201  1632  2494 960  35   4   1   0   0  -1  38.7  69
 610.0  175972  0.159  1201  1645  2520 959  35   5   1   0   0  -1  38.7  69
 615.0  171597  0.155  1201  1658  2545 959  36   5   1   0   0  -1  38.7  69
 620.0  167433  0.152  1201  1672  2571 958  36   5   1   0   0  -1  38.7  69
 625.0  163461  0.148  1201  1685  2597 958  37   5   1   0   0  -1  38.7  69
 630.0  159661  0.145  1201  1699  2623 957  37   5   1   0   0  -1  38.7  69
 635.0  156017  0.141  1201  1713  2648 956  37   6   1   0   0  -1  38.7  69
 640.0  152514  0.138  1201  1726  2674 956  38   6   1   0   0  -1  38.7  69
 645.0  149137  0.135  1201  1740  2700 955  38   6   1   0   0  -1  38.7  69
 650.0  145874  0.132  1201  1754  2726 955  38   6   1   0   0  -1  38.7  69
 655.0  142714  0.129  1201  1768  2752 954  39   6   1   0   0  -1  38.7  69
 660.0  139648  0.127  1201  1781  2777 953  39   7   1   0   0  -1  38.7  69
 665.0  136671  0.124  1201  1795  2803 953  40   7   1   0   0  -1  38.7  69
 670.0  133775  0.121  1201  1809  2829 952  40   7   1   0   0  -1  38.7  69
 675.0  130959  0.119  1201  1823  2855 951  40   7   1   0   0  -1  38.7  69
 680.0  128216  0.116  1201  1836  2880 951  41   8   1   0   0  -1  38.7  69
 685.0  125544  0.114  1201  1850  2906 950  41   8   1   0   0  -1  38.7  69
 690.0  122940  0.111  1201  1864  2932 949  42   8   1   0   0  -1  38.7  69
 695.0  120403  0.109  1201  1878  2958 949  42   8   1   0   0  -1  38.7  69
 700.0  117931  0.107  1201  1892  2984 948  42   9   1   0   0  -1  38.7  69
 705.0  115521  0.105  1201  1905  3009 947  43   9   1   0   0  -1  38.7  69
 710.0  113171  0.103  1201  1919  3035 946  43   9   1   0   0  -1  38.7  69
 715.0  110878  0.100  1201  1933  3061 946  44  10   1   0   0  -1  38.7  69
 720.0  108639  0.098  1201  1947  3087 945  44  10   1   0   0  -1  38.7  69
 725.0  106451  0.096  1201  1960  3112 944  45  10   1   0   0  -1  38.7  69
 730.0  104314  0.094  1201  1974  3138 943  45  11   1   0   0  -1  38.7  69
 735.0  102130  0.093  1201  1988  3164 942  46  11   1   0   0  -1  38.7  69
 740.0   99195  0.090  1201  2002  3190 941  46  11   1   0   0  -1  38.7  69
 745.0   96347  0.087  1201  2016  3215 940  47  12   1   0   0  -1  38.7  69
 750.0   93584  0.085  1201  2029  3241 940  47  12   1   0   0  -1  38.7  69
