yyyy/mmdd(or -ddd)/hh.h):2008/ 101/12.0LT  geog Lat/Long/Alt=-25.0/ 125.0/ 300.0

NeQuick is used for topside Ne profile
URSI maps are used for the F2 peak density (NmF2)
foF2 STORM model is turned on 
Shubin2015model is used for F2 peak height (hmF2)
ABT-2009 option is used for the bottomside thickness parameter B0
Scotto-97 no L   option is used for the F1 occurrence probability
foE auroral storm model is turned off
IRI-1990   option is used for D-region
TBT-2012 with solar dependence is used for the electron temperature
RBV10+TBT15 option is used for ion composition
CGM coordinates not computed
auroral boundaries not computed

Peak Densities/cm-3: NmF2= 536845.4   NmF1= 244579.9   NmE= 143245.0
Peak Heights/km:     hmF2=   275.16   hmF1=   184.20   hmE=   110.00

Solar Zenith Angle/degree                               2.2
Dip (Magnetic Inclination)/degree                     -57.93
Modip (Modified Dip)/degree                           -46.73
Solar Sunspot Number (12-months running mean) Rz12      4.5           
Ionospheric-Effective Solar Index IG12                 -5.5           
Solar radio flux F10.7 (daily)                         76.7           
Solar radio flux F10.7 (81-day average)                72.9           

TEC [1.E16 m-2] is obtained by numerical integration in 1km steps
  from 50 to 2000.0 km. t is the percentage of TEC above the F peak.

-
   H   ELECTRON DENSITY   TEMPERATURES      ION PERCENTAGES[%]*10    1E16m-2
   km  Ne/cm-3 Ne/NmF2 Tn/K  Ti/K  Te/K  O+  N+  H+ He+ O2+ NO+ Clust TEC t/%
  95.0   52002  0.097   184   184   184   0   0   0   0 334 666  -1  15.7  66
 100.0  106960  0.199   176   176   176   0   0   0   0 561 439  -1  15.7  66
 105.0  138340  0.258   185   185   185   0   0   0   0 483 517  -1  15.7  66
 110.0  143245  0.267   213   213   213   0   0   0   0 401 598  -1  15.7  66
 115.0  139521  0.260   269   269   269   1   0   0   0 346 652  -1  15.7  66
 120.0  137392  0.256   356   356   356   2   0   0   0 278 717  -1  15.7  66
 125.0  143213  0.267   438   438   438   5   0   0   0 236 755  -1  15.7  66
 130.0  151292  0.282   499   499   508  11   1   0   0 225 758  -1  15.7  66
 135.0  159791  0.298   551   551   583  20   1   0   0 219 752  -1  15.7  66
 140.0  168715  0.314   596   596   659  31   2   0   0 220 737  -1  15.7  66
 145.0  178073  0.332   634   634   735  47   2   0   0 221 717  -1  15.7  66
 150.0  187872  0.350   667   667   810  68   3   0   0 222 694  -1  15.7  66
 155.0  198103  0.369   695   695   886  94   3   0   0 219 667  -1  15.7  66
 160.0  208640  0.389   719   719   962 126   4   0   0 214 637  -1  15.7  66
 165.0  218629  0.407   739   739  1037 165   4   0   0 206 604  -1  15.7  66
 170.0  227693  0.424   757   757  1113 210   5   0   0 196 567  -1  15.7  66
 175.0  235534  0.439   772   772  1188 260   6   0   0 184 527  -1  15.7  66
 180.0  241676  0.450   784   784  1264 315   6   0   0 170 485  -1  15.7  66
 185.0  247701  0.461   795   795  1340 373   7   0   0 155 440  -1  15.7  66
 190.0  267603  0.498   805   805  1415 447   8   0   0 137 383  -1  15.7  66
 195.0  288068  0.537   813   813  1490 522   8   0   0 119 326  -1  15.7  66
 200.0  308963  0.576   820   820  1564 594   9   0   0 102 272  -1  15.7  66
 205.0  330137  0.615   826   828  1636 660   9   0   0  85 223  -1  15.7  66
 210.0  351418  0.655   831   836  1703 721   9   0   0  70 180  -1  15.7  66
 215.0  372616  0.694   835   843  1759 773   9   0   0  57 142  -1  15.7  66
 220.0  393525  0.733   839   851  1803 818   9   0   0  46 111  -1  15.7  66
 225.0  413925  0.771   842   859  1836 855   9   0   0  36  86  -1  15.7  66
 230.0  433582  0.808   845   867  1862 884   9   0   0  29  66  -1  15.7  66
 235.0  452256  0.842   847   875  1886 908   9   0   0  23  50  -1  15.7  66
 240.0  469701  0.875   849   883  1909 926   9   0   0  18  38  -1  15.7  66
 245.0  485669  0.905   851   891  1931 940   9   0   0  14  29  -1  15.7  66
 250.0  499913  0.931   853   899  1953 951   9   0   0  11  22  -1  15.7  66
 255.0  512194  0.954   854   907  1975 960   9   0   0   9  17  -1  15.7  66
 260.0  522275  0.973   855   915  1997 967   9   0   0   7  13  -1  15.7  66
 265.0  529924  0.987   856   922  2019 972   9   0   0   6  11  -1  15.7  66
 270.0  534896  0.996   857   930  2041 976   9   0   0   5   8  -1  15.7  66
 275.0  536843  1.000   857   938  2063 979   9   0   0   4   7  -1  15.7  66
 280.0  535932  0.998   858   946  2085 980   9   0   0   3   6  -1  15.7  66
 285.0  533167  0.993   859   954  2107 982   9   0   0   3   5  -1  15.7  66
 290.0  528700  0.985   859   962  2129 983  10   0   0   2   4  -1  15.7  66
 295.0  522695  0.974   859   970  2151 983  10   0   0   2   3  -1  15.7  66
 300.0  515320  0.960   860   978  2173 982  16   1   0   0   0  -1  15.7  66
 305.0  506744  0.944   860   986  2195 982  17   1   0   0   0  -1  15.7  66
 310.0  497135  0.926   860   993  2218 982  17   1   0   0   0  -1  15.7  66
 315.0  486653  0.907   860  1001  2240 981  17   1   0   0   0  -1  15.7  66
 320.0  475451  0.886   861  1009  2262 981  18   2   0   0   0  -1  15.7  66
 325.0  463673  0.864   861  1017  2283 980  18   2   0   0   0  -1  15.7  66
 330.0  451451  0.841   861  1025  2305 980  18   2   0   0   0  -1  15.7  66
 335.0  438906  0.818   861  1033  2327 979  19   2   0   0   0  -1  15.7  66
 340.0  426146  0.794   861  1041  2347 979  19   2   0   0   0  -1  15.7  66
 345.0  413270  0.770   861  1049  2365 978  19   2   0   0   0  -1  15.7  66
 350.0  400362  0.746   861  1057  2378 978  20   3   0   0   0  -1  15.7  66
 355.0  387497  0.722   861  1065  2386 977  20   3   0   0   0  -1  15.7  66
 360.0  374740  0.698   861  1072  2389 977  20   3   0   0   0  -1  15.7  66
 365.0  362144  0.675   861  1080  2390 976  21   3   0   0   0  -1  15.7  66
 370.0  349756  0.652   862  1088  2390 976  21   3   0   0   0  -1  15.7  66
 375.0  337614  0.629   862  1096  2389 975  21   4   0   0   0  -1  15.7  66
 380.0  325747  0.607   862  1104  2388 974  22   4   0   0   0  -1  15.7  66
 385.0  314181  0.585   862  1112  2387 974  22   4   0   0   0  -1  15.7  66
 390.0  302934  0.564   862  1120  2386 973  22   5   0   0   0  -1  15.7  66
 395.0  292018  0.544   862  1128  2385 972  23   5   0   0   0  -1  15.7  66
 400.0  281445  0.524   862  1136  2385 971  23   5   0   0   0  -1  15.7  66
 405.0  271219  0.505   862  1145  2384 970  23   6   0   0   0  -1  15.7  66
 410.0  261342  0.487   862  1153  2383 970  24   6   0   0   0  -1  15.7  66
 415.0  251815  0.469   862  1162  2382 969  24   7   0   0   0  -1  15.7  66
 420.0  242635  0.452   862  1172  2381 968  25   7   0   0   0  -1  15.7  66
 425.0  233798  0.436   862  1182  2380 967  25   8   0   0   0  -1  15.7  66
 430.0  225298  0.420   862  1193  2379 966  25   9   0   0   0  -1  15.7  66
 435.0  217127  0.404   862  1205  2378 964  26   9   1   0   0  -1  15.7  66
 440.0  209279  0.390   862  1217  2377 963  26  10   1   0   0  -1  15.7  66
 445.0  201743  0.376   862  1231  2376 962  27  11   1   0   0  -1  15.7  66
 450.0  194512  0.362   862  1245  2375 961  27  12   1   0   0  -1  15.7  66
 455.0  187574  0.349   862  1259  2374 959  28  12   1   0   0  -1  15.7  66
 460.0  180921  0.337   862  1274  2373 958  28  13   1   0   0  -1  15.7  66
 465.0  174541  0.325   862  1288  2373 956  28  14   1   0   0  -1  15.7  66
 470.0  168426  0.314   862  1303  2372 955  29  16   1   0   0  -1  15.7  66
 475.0  162564  0.303   862  1318  2371 953  29  17   1   0   0  -1  15.7  66
 480.0  156946  0.292   862  1333  2370 951  30  18   1   0   0  -1  15.7  66
 485.0  151562  0.282   862  1348  2369 949  30  20   1   0   0  -1  15.7  66
 490.0  146402  0.273   862  1363  2368 947  31  21   1   0   0  -1  15.7  66
 495.0  141457  0.263   862  1378  2367 945  31  23   1   0   0  -1  15.7  66
 500.0  136718  0.255   862  1393  2366 943  32  24   1   0   0  -1  15.7  66
 505.0  132175  0.246   862  1408  2365 941  32  26   1   0   0  -1  15.7  66
 510.0  127821  0.238   862  1423  2365 938  32  28   1   0   0  -1  15.7  66
 515.0  123647  0.230   862  1438  2364 936  33  30   1   0   0  -1  15.7  66
 520.0  119645  0.223   862  1453  2364 933  33  32   1   0   0  -1  15.7  66
 525.0  115807  0.216   862  1468  2364 931  34  34   2   0   0  -1  15.7  66
 530.0  112126  0.209   862  1483  2365 928  34  36   2   0   0  -1  15.7  66
 535.0  108594  0.202   862  1498  2366 925  35  38   2   0   0  -1  15.7  66
 540.0  105206  0.196   862  1513  2369 922  35  41   2   0   0  -1  15.7  66
 545.0  101955  0.190   862  1528  2373 920  35  43   2   0   0  -1  15.7  66
 550.0   98834  0.184   862  1543  2379 917  36  45   2   0   0  -1  15.7  66
 555.0   95837  0.179   862  1558  2388 914  36  47   2   0   0  -1  15.7  66
 560.0   92960  0.173   862  1573  2398 912  36  50   2   0   0  -1  15.7  66
 565.0   90195  0.168   862  1588  2409 909  37  52   2   0   0  -1  15.7  66
 570.0   87540  0.163   862  1603  2422 907  37  54   2   0   0  -1  15.7  66
 575.0   84987  0.158   862  1618  2436 904  37  56   2   0   0  -1  15.7  66
 580.0   82534  0.154   862  1633  2450 902  38  58   2   0   0  -1  15.7  66
 585.0   80175  0.149   862  1648  2465 900  38  60   2   0   0  -1  15.7  66
 590.0   77906  0.145   862  1663  2480 897  38  62   2   0   0  -1  15.7  66
 595.0   75723  0.141   862  1678  2495 895  39  64   2   0   0  -1  15.7  66
 600.0   73622  0.137   862  1693  2510 893  39  65   3   0   0  -1  15.7  66
 605.0   71600  0.133   862  1708  2526 891  39  67   3   0   0  -1  15.7  66
 610.0   69653  0.130   862  1723  2541 889  40  69   3   0   0  -1  15.7  66
 615.0   67778  0.126   862  1738  2556 886  40  71   3   0   0  -1  15.7  66
 620.0   65972  0.123   862  1753  2572 884  40  73   3   0   0  -1  15.7  66
 625.0   64231  0.120   862  1768  2587 882  40  75   3   0   0  -1  15.7  66
 630.0   62553  0.117   862  1783  2602 880  41  77   3   0   0  -1  15.7  66
 635.0   60936  0.114   862  1798  2618 877  41  79   3   0   0  -1  15.7  66
 640.0   59376  0.111   862  1813  2633 875  41  81   3   0   0  -1  15.7  66
 645.0   57871  0.108   862  1828  2648 873  42  83   3   0   0  -1  15.7  66
 650.0   56418  0.105   862  1843  2664 870  42  85   3   0   0  -1  15.7  66
 655.0   55017  0.102   862  1858  2679 868  42  87   3   0   0  -1  15.7  66
 660.0   53663  0.100   862  1873  2694 865  42  89   3   0   0  -1  15.7  66
 665.0   52356  0.098   862  1888  2710 863  43  92   3   0   0  -1  15.7  66
 670.0   51093  0.095   862  1903  2725 860  43  94   3   0   0  -1  15.7  66
 675.0   49873  0.093   862  1918  2740 858  43  96   3   0   0  -1  15.7  66
 680.0   48694  0.091   862  1933  2756 855  43  98   3   0   0  -1  15.7  66
 685.0   47554  0.089   862  1948  2771 852  44 101   3   0   0  -1  15.7  66
 690.0   46452  0.087   862  1963  2786 849  44 103   3   0   0  -1  15.7  66
 695.0   45385  0.085   862  1978  2802 847  44 106   3   0   0  -1  15.7  66
 700.0   44354  0.083   862  1993  2817 844  45 108   3   0   0  -1  15.7  66
 705.0   43355  0.081   862  2008  2832 841  45 111   3   0   0  -1  15.7  66
 710.0   42389  0.079   862  2023  2848 838  45 113   3   0   0  -1  15.7  66
 715.0   41453  0.077   862  2038  2863 835  45 116   3   0   0  -1  15.7  66
 720.0   40546  0.076   862  2053  2878 832  46 119   4   0   0  -1  15.7  66
 725.0   39668  0.074   862  2068  2894 829  46 121   4   0   0  -1  15.7  66
 730.0   38817  0.072   862  2083  2909 826  46 124   4   0   0  -1  15.7  66
 735.0   37993  0.071   862  2098  2924 823  47 126   4   0   0  -1  15.7  66
 740.0   37193  0.069   862  2113  2940 820  47 129   4   0   0  -1  15.7  66
 745.0   36418  0.068   862  2128  2955 817  47 132   4   0   0  -1  15.7  66
