yyyy/mmdd(or -ddd)/hh.h):2008/ 101/ 0.0LT  geog Lat/Long/Alt=-25.0/ 125.0/ 300.0

IRIcor2 is used for topside Ne profile
URSI maps are used for the F2 peak density (NmF2)
foF2 STORM model is turned on 
Shubin2015model is used for F2 peak height (hmF2)
ABT-2009 option is used for the bottomside thickness parameter B0
Scotto-97 no L   option is used for the F1 occurrence probability
foE auroral storm model is turned off
IRI-1990   option is used for D-region
TBT-2012 with solar dependence is used for the electron temperature
Tru-2021 option is used for the ion temperature
RBV10+TBT15 option is used for ion composition
CGM coordinates not computed
auroral boundaries not computed

Peak Densities/cm-3: NmF2= 217087.3   NmF1=      0.0   NmE=   1695.7
Peak Heights/km:     hmF2=   291.56   hmF1=     0.00   hmE=   110.00

Solar Zenith Angle/degree                             132.0
Dip (Magnetic Inclination)/degree                     -57.93
Modip (Modified Dip)/degree                           -46.73
Solar Sunspot Number (12-months running mean) Rz12      4.5           
Ionospheric-Effective Solar Index IG12                 -5.5           
Solar radio flux F10.7 (daily)                         76.7           
Solar radio flux F10.7 (81-day average)                72.9           

TEC [1.E16 m-2] is obtained by numerical integration in 1km steps
  from 50 to 2000.0 km. t is the percentage of TEC above the F peak.

-
   H   ELECTRON DENSITY   TEMPERATURES      ION PERCENTAGES[%]*10    1E16m-2
   km  Ne/cm-3 Ne/NmF2 Tn/K  Ti/K  Te/K  O+  N+  H+ He+ O2+ NO+ Clust TEC t/%
 395.0  133761  0.616   728   767  1082 968  16  15   0   0   0  -1   4.2  73
 400.0  128348  0.591   728   766  1075 967  17  16   0   0   0  -1   4.2  73
 405.0  123019  0.567   728   765  1068 965  18  17   0   0   0  -1   4.2  73
 410.0  117794  0.543   728   764  1061 963  18  19   0   0   0  -1   4.2  73
 415.0  112692  0.519   728   764  1055 960  19  20   1   0   0  -1   4.2  73
 420.0  107726  0.496   728   763  1048 958  20  22   1   0   0  -1   4.2  73
 425.0  102911  0.474   728   762  1041 955  21  23   1   0   0  -1   4.2  73
 430.0   98258  0.453   728   762  1034 953  21  25   1   0   0  -1   4.2  73
 435.0   93776  0.432   728   762  1027 950  22  27   1   0   0  -1   4.2  73
 440.0   89471  0.412   728   762  1020 947  23  30   1   0   0  -1   4.2  73
 445.0   85348  0.393   728   762  1013 944  24  32   1   0   0  -1   4.2  73
 450.0   81410  0.375   728   763  1006 940  25  34   1   0   0  -1   4.2  73
 455.0   77657  0.358   728   763   999 936  25  37   1   0   0  -1   4.2  73
 460.0   74090  0.341   728   764   992 933  26  40   1   0   0  -1   4.2  73
 465.0   70706  0.326   728   764   985 928  27  43   1   0   0  -1   4.2  73
 470.0   67502  0.311   728   765   978 924  28  47   1   0   0  -1   4.2  73
 475.0   64473  0.297   728   765   971 919  29  50   1   0   0  -1   4.2  73
 480.0   61347  0.283   728   766   964 914  30  54   1   0   0  -1   4.2  73
 485.0   58229  0.268   728   766   958 909  31  58   1   0   0  -1   4.2  73
 490.0   55309  0.255   728   767   951 904  32  62   1   0   0  -1   4.2  73
 495.0   52577  0.242   728   767   944 898  33  67   2   0   0  -1   4.2  73
 500.0   50022  0.230   728   768   937 892  34  72   2   0   0  -1   4.2  73
 505.0   47633  0.219   728   768   930 886  36  77   2   0   0  -1   4.2  73
 510.0   45400  0.209   728   769   923 879  37  82   2   0   0  -1   4.2  73
 515.0   43312  0.200   728   769   917 872  38  88   2   0   0  -1   4.2  73
 520.0   41360  0.191   728   769   911 865  39  94   2   0   0  -1   4.2  73
 525.0   39534  0.182   728   770   905 858  40 100   2   0   0  -1   4.2  73
 530.0   37825  0.174   728   770   900 851  41 106   2   0   0  -1   4.2  73
 535.0   36224  0.167   728   771   896 843  42 113   2   0   0  -1   4.2  73
 540.0   34724  0.160   728   771   893 836  43 119   3   0   0  -1   4.2  73
 545.0   33317  0.153   728   772   892 828  43 126   3   0   0  -1   4.2  73
 550.0   31996  0.147   728   773   893 821  44 132   3   0   0  -1   4.2  73
 555.0   30756  0.142   728   773   897 813  45 139   3   0   0  -1   4.2  73
 560.0   29589  0.136   728   774   903 806  46 145   3   0   0  -1   4.2  73
 565.0   28491  0.131   728   774   911 799  46 151   3   0   0  -1   4.2  73
 570.0   27456  0.126   728   775   920 792  47 157   3   0   0  -1   4.2  73
 575.0   26481  0.122   728   776   930 785  48 163   4   0   0  -1   4.2  73
 580.0   25561  0.118   728   778   941 779  48 169   4   0   0  -1   4.2  73
 585.0   24692  0.114   728   780   952 772  49 175   4   0   0  -1   4.2  73
 590.0   23871  0.110   728   783   963 766  49 181   4   0   0  -1   4.2  73
 595.0   23095  0.106   728   786   975 759  49 187   4   0   0  -1   4.2  73
 600.0   22360  0.103   728   791   987 753  50 193   4   0   0  -1   4.2  73
 605.0   21664  0.100   728   797   999 746  50 199   5   0   0  -1   4.2  73
 610.0   21004  0.097   728   805  1010 740  50 205   5   0   0  -1   4.2  73
 615.0   20378  0.094   728   813  1022 733  51 211   5   0   0  -1   4.2  73
 620.0   19783  0.091   728   822  1034 727  51 217   5   0   0  -1   4.2  73
 625.0   19218  0.089   728   832  1046 720  51 223   5   0   0  -1   4.2  73
 630.0   18682  0.086   728   842  1058 714  52 229   6   0   0  -1   4.2  73
 635.0   18171  0.084   728   852  1070 707  52 235   6   0   0  -1   4.2  73
 640.0   17684  0.081   728   862  1082 700  52 242   6   0   0  -1   4.2  73
 645.0   17220  0.079   728   873  1094 693  52 248   6   0   0  -1   4.2  73
 650.0   16778  0.077   728   883  1106 686  53 255   6   0   0  -1   4.2  73
 655.0   16355  0.075   728   894  1117 679  53 262   7   0   0  -1   4.2  73
 660.0   15952  0.073   728   905  1129 672  53 268   7   0   0  -1   4.2  73
